Target	POS	Context	Overlap	Sent1	Sent2	Sent3
bank	same|same|same	diff|diff|diff	false|true|false	I used to work in the local branch of a large <b>bank</b>.	How do credit unions differ from other <b>financial institutions</b>?	When we reached the opposite <b>bank</b>, the boat was sinking fast.	
bank	same|same|same	diff|diff|diff	false|false|false	I used to work in the local branch of a large <b>bank</b>.	How do credit unions differ from other <b>financial institutions</b>?	When we reached the opposite <b>border</b>, the boat was sinking fast.	
bank	same|same|same	diff|diff|diff	false|true|false	I used to work in the local branch of a large <b>bank</b>.	How do credit unions differ from other <b>financial institutions</b>?	The children pelted down the <b>bank</b>, over the bridge and along the path.	
bank	same|same|same	diff|diff|diff	false|false|false	I used to work in the local branch of a large <b>bank</b>.	How do credit unions differ from other <b>financial institutions</b>?	Many elephants live on the <b>shores</b> of Lake Kariba.	
bank	same|same|same	diff|diff|diff	false|false|true	I used to work in the local branch of a large <b>financial institution</b>.	Which <b>bank</b> offers you the service that best suits your financial needs?	When we reached the opposite <b>bank</b>, the boat was sinking fast.	
bank	same|same|same	diff|diff|diff	false|false|false	I used to work in the local branch of a large <b>financial institution</b>.	Which <b>bank</b> offers you the service that best suits your financial needs?	When we reached the opposite <b>border</b>, the boat was sinking fast.	
bank	same|same|same	diff|diff|diff	false|false|true	I used to work in the local branch of a large <b>financial institution</b>.	Which <b>bank</b> offers you the service that best suits your financial needs?	The children pelted down the <b>bank</b>, over the bridge and along the path.	
bank	same|same|same	diff|diff|diff	false|false|false	I used to work in the local branch of a large <b>financial institution</b>.	Which <b>bank</b> offers you the service that best suits your financial needs?	Many elephants live on the <b>shores</b> of Lake Kariba.	
bank	same|same|same	diff|diff|diff	true|false|false	I used to work in the local branch of a large <b>financial institution</b>.	How do credit unions differ from other <b>financial institutions</b>?	When we reached the opposite <b>bank</b>, the boat was sinking fast.	
bank	same|same|same	diff|diff|diff	true|false|false	I used to work in the local branch of a large <b>financial institution</b>.	How do credit unions differ from other <b>financial institutions</b>?	When we reached the opposite <b>border</b>, the boat was sinking fast.	
bank	same|same|same	diff|diff|diff	true|false|false	I used to work in the local branch of a large <b>financial institution</b>.	How do credit unions differ from other <b>financial institutions</b>?	The children pelted down the <b>bank</b>, over the bridge and along the path.	
bank	same|same|same	diff|diff|diff	true|false|false	I used to work in the local branch of a large <b>financial institution</b>.	How do credit unions differ from other <b>financial institutions</b>?	Many elephants live on the <b>shores</b> of Lake Kariba.	
bank	same|same|same	diff|diff|diff	false|true|false	Which <b>bank</b> offers you the service that best suits your financial needs?	How do credit unions differ from other <b>financial institutions</b>?	When we reached the opposite <b>bank</b>, the boat was sinking fast.	
bank	same|same|same	diff|diff|diff	false|false|false	Which <b>bank</b> offers you the service that best suits your financial needs?	How do credit unions differ from other <b>financial institutions</b>?	When we reached the opposite <b>border</b>, the boat was sinking fast.	
bank	same|same|same	diff|diff|diff	false|true|false	Which <b>bank</b> offers you the service that best suits your financial needs?	How do credit unions differ from other <b>financial institutions</b>?	The children pelted down the <b>bank</b>, over the bridge and along the path.	
bank	same|same|same	diff|diff|diff	false|false|false	Which <b>bank</b> offers you the service that best suits your financial needs?	How do credit unions differ from other <b>financial institutions</b>?	Many elephants live on the <b>shores</b> of Lake Kariba.	
bank	same|same|same	same|diff|diff	false|true|false	When we reached the opposite <b>bank</b>, the boat was sinking fast.	When we reached the opposite <b>border</b>, the boat was sinking fast.	I used to work in the local branch of a large <b>bank</b>.	
bank	same|same|same	same|diff|diff	false|false|false	When we reached the opposite <b>bank</b>, the boat was sinking fast.	When we reached the opposite <b>border</b>, the boat was sinking fast.	I used to work in the local branch of a large <b>financial institution</b>.	
bank	same|same|same	same|diff|diff	false|true|false	When we reached the opposite <b>bank</b>, the boat was sinking fast.	When we reached the opposite <b>border</b>, the boat was sinking fast.	Which <b>bank</b> offers you the service that best suits your financial needs?	
bank	same|same|same	same|diff|diff	false|false|false	When we reached the opposite <b>bank</b>, the boat was sinking fast.	When we reached the opposite <b>border</b>, the boat was sinking fast.	How do credit unions differ from other <b>financial institutions</b>?	
bank	same|same|same	diff|diff|diff	true|true|true	When we reached the opposite <b>bank</b>, the boat was sinking fast.	The children pelted down the <b>bank</b>, over the bridge and along the path.	I used to work in the local branch of a large <b>bank</b>.	
bank	same|same|same	diff|diff|diff	true|false|false	When we reached the opposite <b>bank</b>, the boat was sinking fast.	The children pelted down the <b>bank</b>, over the bridge and along the path.	I used to work in the local branch of a large <b>financial institution</b>.	
bank	same|same|same	diff|diff|diff	true|true|true	When we reached the opposite <b>bank</b>, the boat was sinking fast.	The children pelted down the <b>bank</b>, over the bridge and along the path.	Which <b>bank</b> offers you the service that best suits your financial needs?	
bank	same|same|same	diff|diff|diff	true|false|false	When we reached the opposite <b>bank</b>, the boat was sinking fast.	The children pelted down the <b>bank</b>, over the bridge and along the path.	How do credit unions differ from other <b>financial institutions</b>?	
bank	same|same|same	diff|diff|diff	false|true|false	When we reached the opposite <b>bank</b>, the boat was sinking fast.	Many elephants live on the <b>shores</b> of Lake Kariba.	I used to work in the local branch of a large <b>bank</b>.	
bank	same|same|same	diff|diff|diff	false|false|false	When we reached the opposite <b>bank</b>, the boat was sinking fast.	Many elephants live on the <b>shores</b> of Lake Kariba.	I used to work in the local branch of a large <b>financial institution</b>.	
bank	same|same|same	diff|diff|diff	false|true|false	When we reached the opposite <b>bank</b>, the boat was sinking fast.	Many elephants live on the <b>shores</b> of Lake Kariba.	Which <b>bank</b> offers you the service that best suits your financial needs?	
bank	same|same|same	diff|diff|diff	false|false|false	When we reached the opposite <b>bank</b>, the boat was sinking fast.	Many elephants live on the <b>shores</b> of Lake Kariba.	How do credit unions differ from other <b>financial institutions</b>?	
bank	same|same|same	diff|diff|diff	false|false|true	When we reached the opposite <b>border</b>, the boat was sinking fast.	The children pelted down the <b>bank</b>, over the bridge and along the path.	I used to work in the local branch of a large <b>bank</b>.	
bank	same|same|same	diff|diff|diff	false|false|false	When we reached the opposite <b>border</b>, the boat was sinking fast.	The children pelted down the <b>bank</b>, over the bridge and along the path.	I used to work in the local branch of a large <b>financial institution</b>.	
bank	same|same|same	diff|diff|diff	false|false|true	When we reached the opposite <b>border</b>, the boat was sinking fast.	The children pelted down the <b>bank</b>, over the bridge and along the path.	Which <b>bank</b> offers you the service that best suits your financial needs?	
bank	same|same|same	diff|diff|diff	false|false|false	When we reached the opposite <b>border</b>, the boat was sinking fast.	The children pelted down the <b>bank</b>, over the bridge and along the path.	How do credit unions differ from other <b>financial institutions</b>?	
bank	same|same|same	diff|diff|diff	false|false|false	When we reached the opposite <b>border</b>, the boat was sinking fast.	Many elephants live on the <b>shores</b> of Lake Kariba.	I used to work in the local branch of a large <b>bank</b>.	
bank	same|same|same	diff|diff|diff	false|false|false	When we reached the opposite <b>border</b>, the boat was sinking fast.	Many elephants live on the <b>shores</b> of Lake Kariba.	I used to work in the local branch of a large <b>financial institution</b>.	
bank	same|same|same	diff|diff|diff	false|false|false	When we reached the opposite <b>border</b>, the boat was sinking fast.	Many elephants live on the <b>shores</b> of Lake Kariba.	Which <b>bank</b> offers you the service that best suits your financial needs?	
bank	same|same|same	diff|diff|diff	false|false|false	When we reached the opposite <b>border</b>, the boat was sinking fast.	Many elephants live on the <b>shores</b> of Lake Kariba.	How do credit unions differ from other <b>financial institutions</b>?	
bank	same|same|same	diff|diff|diff	false|true|false	The children pelted down the <b>bank</b>, over the bridge and along the path.	Many elephants live on the <b>shores</b> of Lake Kariba.	I used to work in the local branch of a large <b>bank</b>.	
bank	same|same|same	diff|diff|diff	false|false|false	The children pelted down the <b>bank</b>, over the bridge and along the path.	Many elephants live on the <b>shores</b> of Lake Kariba.	I used to work in the local branch of a large <b>financial institution</b>.	
bank	same|same|same	diff|diff|diff	false|true|false	The children pelted down the <b>bank</b>, over the bridge and along the path.	Many elephants live on the <b>shores</b> of Lake Kariba.	Which <b>bank</b> offers you the service that best suits your financial needs?	
bank	same|same|same	diff|diff|diff	false|false|false	The children pelted down the <b>bank</b>, over the bridge and along the path.	Many elephants live on the <b>shores</b> of Lake Kariba.	How do credit unions differ from other <b>financial institutions</b>?	
bat	same|same|same	same|same|same	false|false|false	<b>Bats</b> are more manoeuvrable than birds.	<b>Chiropterans</b> are more manoeuvrable than birds.	<b>Dolphins</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|same|diff	false|false|false	<b>Bats</b> are more manoeuvrable than birds.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	<b>Dolphins</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|same|diff	false|false|false	<b>Bats</b> are more manoeuvrable than birds.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	<b>Dolphins</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|same|diff	false|false|false	<b>Chiropterans</b> are more manoeuvrable than birds.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	<b>Dolphins</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|diff|diff	false|false|false	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	<b>Dolphins</b> are more manoeuvrable than birds.	
bat	same|same|same	diff|same|diff	true|false|false	<b>Chiropterans</b> are more manoeuvrable than birds.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	<b>Dolphins</b> are more manoeuvrable than birds.	
bat	same|same|same	same|same|same	false|false|false	She showed me how to hold the <b>bat</b>.	She showed me how to hold the <b>stick</b>.	She showed me how to hold the <b>gun</b>.	
bat	same|same|same	diff|same|diff	true|false|false	She showed me how to hold the <b>bat</b>.	I accidentally bashed him with my <b>bat</b>.	She showed me how to hold the <b>gun</b>.	
bat	same|same|same	diff|same|diff	false|false|false	She showed me how to hold the <b>bat</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	She showed me how to hold the <b>gun</b>.	
bat	same|same|same	diff|same|diff	false|false|false	She showed me how to hold the <b>stick</b>.	I accidentally bashed him with my <b>bat</b>.	She showed me how to hold the <b>gun</b>.	
bat	same|same|same	diff|diff|diff	false|false|false	I accidentally bashed him with my <b>bat</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	She showed me how to hold the <b>gun</b>.	
bat	same|same|same	diff|same|diff	true|false|false	She showed me how to hold the <b>stick</b>.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	She showed me how to hold the <b>gun</b>.	
bat	same|same|same	same|diff|diff	false|false|false	<b>Bats</b> are more manoeuvrable than birds.	<b>Chiropterans</b> are more manoeuvrable than birds.	She showed me how to hold the <b>bat</b>.	
bat	same|same|same	same|diff|diff	false|false|false	<b>Bats</b> are more manoeuvrable than birds.	<b>Chiropterans</b> are more manoeuvrable than birds.	She showed me how to hold the <b>stick</b>.	
bat	same|same|same	same|diff|diff	false|false|false	<b>Bats</b> are more manoeuvrable than birds.	<b>Chiropterans</b> are more manoeuvrable than birds.	I accidentally bashed him with my <b>bat</b>.	
bat	same|same|same	same|diff|diff	false|false|false	<b>Bats</b> are more manoeuvrable than birds.	<b>Chiropterans</b> are more manoeuvrable than birds.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	
bat	same|same|same	diff|diff|diff	false|false|true	<b>Bats</b> are more manoeuvrable than birds.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	She showed me how to hold the <b>bat</b>.	
bat	same|same|same	diff|diff|diff	false|false|false	<b>Bats</b> are more manoeuvrable than birds.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	She showed me how to hold the <b>stick</b>.	
bat	same|same|same	diff|diff|diff	false|false|true	<b>Bats</b> are more manoeuvrable than birds.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	I accidentally bashed him with my <b>bat</b>.	
bat	same|same|same	diff|diff|diff	false|false|false	<b>Bats</b> are more manoeuvrable than birds.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	
bat	same|same|same	diff|diff|diff	false|false|false	<b>Bats</b> are more manoeuvrable than birds.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	She showed me how to hold the <b>bat</b>.	
bat	same|same|same	diff|diff|diff	false|false|false	<b>Bats</b> are more manoeuvrable than birds.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	She showed me how to hold the <b>stick</b>.	
bat	same|same|same	diff|diff|diff	false|false|false	<b>Bats</b> are more manoeuvrable than birds.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	I accidentally bashed him with my <b>bat</b>.	
bat	same|same|same	diff|diff|diff	false|false|false	<b>Bats</b> are more manoeuvrable than birds.	Any mammal, of the order <b>Chiroptera</b>, that has forelimbs modified to form wings.	Unlike a baseball <b>stick</b> a cricket one has an edge which is significantly sharper.	
bat	same|same|same	diff|diff|diff	false|false|true	<b>Chiropterans</b> are more manoeuvrable than birds.	Due to their physiology, <b>bats</b> are one type of animal that acts as a natural reservoir of many pathogens.	She showed me how to hold the <b>bat</b>.	
