bola	O controlo da <b>bola</b> era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.	A Isabel fez uma <b>bola</b> de chouriço muito boa.	F
atacar	Recomendava <b>atacar</b> o sapato no meio do jogo, por exemplo.	Vamos jogar mais ou menos fechados na retaguarda e <b>atacar</b> quando tivermos a bola.	F
círio	E é à luz de um <b>círio</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	Só com um <b>círio</b> aceso se descobre um livro sobre este tema numa das grandes livrarias de Lisboa.	T
banco	Hoje eu não tenho mais relação com o <b>banco</b>, pois minha conta é digital.	Ele era ex-governador do <b>banco</b> central.	T
manga	Nunca na minha vida comi tanta <b>manga</b> nem tanta fruta.	Puxa para trás uma <b>manga</b> para mostrar no braço uma cicatriz de bala.	F
sede	Ontem, na <b>sede</b> da sua administração, Arafat prometeu assumir responsabilidades na luta contra o terrorismo.	Algumas casas nocturnas da cidade montarão no local pequenos bares para matar a <b>sede</b> a todos aqueles que resolvam abanar o melão na pista de dança.	F
atar	Esquece sempre de <b>atar</b> os sapatos.	Vou <b>atar</b> bem os ténis.	T
quarto	O marido está no <b>quarto</b> ao lado.	Juntam quase um <b>quarto</b> dos habitantes, os quais gastam cerca de 1200 contos por ano.	F
cálculo	Um <b>cálculo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Em 1994 chegou a ser necessário extraírem-lhe um <b>cálculo</b> na vesícula.	F
bola	O controlo da <b>bola</b> era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.	A capacidade para roubar a <b>bola</b> ao adversário é o seu melhor trunfo.	T
saber	Com toques de canela, vai <b>saber</b> muito bem com um chá!	Mas resta <b>saber</b> se o tiro não lhe vai sair pela culatra.	F
pedra	Em 1994 chegou a ser necessário extraírem-lhe uma <b>pedra</b> na vesícula.	Na presença de <b>pedra</b> nos rins, a pessoa normalmente sente muita dor no final das costas.	T
manga	Uma área destinada a dar a conhecer ao público português o universo da criação nipónica no campo dos <b>manga</b>.	A influência dos <b>manga</b> começa a tornar-se uma característica frequente no panorama europeu de histórias aos quadradinhos.	T
vela	Então, se acendes a <b>vela</b>, já não está escuro, é bom.	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	F
cômputo	Um <b>cômputo</b> simples indica que nestas décadas houve um morto por terrorismo cada 2 dias.	Não creio que, no <b>cômputo</b> global, os espiões tenham tido muita importância.	T
vela	Sem esse sistema, o navegador está privado de um auxílio fundamental para adaptar sozinho o tamanho da <b>vela</b> à força dos ventos.	E é à luz de uma <b>vela</b> que vai ver fotografias que o torturam e ler páginas do diário que acaba por queimar.	F
banco	A carrinha continha um esconderijo de armas e munições no <b>banco</b> do passageiro dianteiro.	Hoje eu não tenho mais relação com o <b>banco</b>, pois minha conta é digital.	F
cálculo	O bloqueio do canal biliar por um <b>cálculo</b> causa uma dor característica na parte superior direita do abdómen.	Não existe um <b>cálculo</b> preciso do número de mortos entre os iraquianos.	F
assento	A carrinha continha um esconderijo de armas e munições no <b>assento</b> do passageiro dianteiro.	Colocam-nos no <b>assento</b> de alguns dos mais icónicos carros de F1 de sempre.	T
manga	Nunca na minha vida comi tanta <b>manga</b> nem tanta fruta.	A influência dos <b>manga</b> começa a tornar-se uma característica frequente no panorama europeu de histórias aos quadradinhos.	F
