pacto	Esto es fruto, como es sabido, de un profundo <b>pacto</b> social y político.	Hablaban de lo que podía suceder si el <b>pacto</b> entre las izquierdas y los burgueses se llevaba a cabo.	T
anular	El <b>anular</b> suele ser el segundo dedo más largo.	¿Cómo puedo <b>anular</b> el contrato y de cuánto tiempo dispongo para darme de baja?	F
anular	El <b>anular</b> suele ser el segundo dedo más largo.	El gobierno debería <b>anular</b> esta ley de inmediato.	F
artículo	Este <b>artículo</b> le ayudará a obtener información sobre cómo organizar y usar archivos y carpetas en el equipo.	El <b>artículo</b> ha sido publicado en varias páginas web.	T
acuerdo	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	F
asiento	El <b>asiento</b> puede ser de materiales sencillos como yeso o piedra y arrimarse a las paredes de las viviendas y edificios.	Dormía casi todas las noches en un <b>asiento</b> del patio.	T
manga	Pensaba que era más corto que la <b>manga</b> de un chaleco.	Se acercó a su hija y le tiró de la <b>manga</b> para que no me rozara.	T
bancos	El ayutamiento va a colocar nuevos <b>bancos</b> en esta plaza.	Aunque la cuenta esté vacía, el <b>banco</b> sigue estando obligado a pagar la factura a final de mes.	F
manga	Se acercó a su hija y le tiró de la <b>manga</b> para que no me rozara.	Tiene 5,60 metros de eslora, 1,50 de <b>manga</b> y 150 kilos de peso.	F
montón	Creo que el libro que me pides está en este <b>montón</b> de ahí.	Ubicó el segundo <b>montón</b> y acomodó las copias al lado.	T
manga	Pensaba que era más corto que la <b>manga</b> de un chaleco.	Tiene 5,60 metros de eslora, 1,50 de <b>manga</b> y 150 kilos de peso.	F
manga	Tienen una eslora de 119 metros, una <b>manga</b> de 12,4 y un calado de 5,4.	Tiene 5,60 metros de eslora, 1,50 de <b>manga</b> y 150 kilos de peso.	T
bancos	Los pescadores nativos sabían por dónde se movían los mejores <b>bancos</b>.	Se detectaba el <b>banco</b> de sardina y se largaba la red rodeándolo.	T
vela	Reconocí al barco desde lejos por su <b>vela</b>.	Deja una <b>vela</b> a mano porque van a cortar la luz.	F
anular	¿Cómo puedo <b>anular</b> el contrato y de cuánto tiempo dispongo para darme de baja?	Le colocó el anillo en el <b>anular</b>.	F
manga	La historia del <b>manga</b> en España se remonta a mediados de los años 70, cuando empezaron a aparecer las primeras viñetas niponas.	Pensaba que era más corto que la <b>manga</b> de un chaleco.	F
manga	Tiene 5,60 metros de eslora, 1,50 de <b>manga</b> y 150 kilos de peso.	La historia del <b>manga</b> en España se remonta a mediados de los años 70, cuando empezaron a aparecer las primeras viñetas niponas.	F
saber	Quiere <b>saber</b> si se han casado.	Como se suele decir, el <b>saber</b> no ocupa lugar.	F
entidad financiera	¿Cuál es la <b>entidad financiera</b> más prestigiosa?	Aunque la cuenta esté vacía, la <b>entidad financiera</b> sigue estando obligada a pagar la factura a final de mes.	T
cálculo	Con estos métodos se consigue mayor amplitud en la validez del <b>cálculo</b> teórico.	Normalmente, se desarrolla el problema mediante un <b>cálculo</b> matemático.	T
velamen	El <b>velamen</b> de la embarcación parecía tener muchos años.	Deja una <b>vela</b> a mano porque van a cortar la luz.	F
pila	Notaba que algo se iba desgastando dentro, como la <b>pila</b> de una linterna.	Creo que el libro que me pides está en esta <b>pila</b> de ahí.	F
cancelar	A medio camino de Karlsruhe decidí <b>cancelar</b> mi viaje a Toulouse.	¿Cómo puedo <b>cancelar</b> el contrato y de cuánto tiempo dispongo para darme de baja?	T
atracar	Tiene poco calado para poder <b>atracar</b> en la playa del Lastre.	Uno de ellos afirma que el patrón no consiguió <b>atracar</b> el barco de aquella gente rica.	T
bancos	Los pescadores nativos sabían por dónde se movían los mejores <b>bancos</b>.	La directora de este <b>banco</b> estudió economía en la universidad.	F
manga	Tienen una eslora de 119 metros, una <b>manga</b> de 12,4 y un calado de 5,4.	La historia del <b>manga</b> en España se remonta a mediados de los años 70, cuando empezaron a aparecer las primeras viñetas niponas.	F
acuerdo	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	T
cálculo	Normalmente, se desarrolla el problema mediante un <b>cálculo</b> matemático.	Tras la irritación provocada por el <b>cálculo</b>, tiene lugar una contracción generalizada.	F
artículos	La tienda tiene una gran variedad de <b>artículos</b> antiguos y contemporáneos.	Este <b>artículo</b> le ayudará a obtener información sobre cómo organizar y usar archivos y carpetas en el equipo.	F
bancos	El ayutamiento va a colocar nuevos <b>bancos</b> en esta plaza.	Se detectaba el <b>banco</b> de sardina y se largaba la red rodeándolo.	F
banco	La directora de este <b>banco</b> estudió economía en la universidad.	El <b>banco</b> puede ser de materiales sencillos como yeso o piedra y arrimarse a las paredes de las viviendas y edificios.	F
artículos	La tienda tiene una gran variedad de <b>artículos</b> antiguos y contemporáneos.	El <b>artículo</b> ha sido publicado en varias páginas web.	F
manga	Tiene 5,60 metros de eslora, 1,50 de <b>manga</b> y 150 kilos de peso.	Le gusta mucho leer <b>manga</b> actual.	F
candela	Deja una <b>candela</b> a mano porque van a cortar la luz.	Siguiendo las instrucciones del negrito encendió la <b>candela</b> y entrando en la cueva se puso en marcha.	T
atracar	Tiene poco calado para poder <b>atracar</b> en la playa del Lastre.	Dos anarquistas condenador por <b>atracar</b> un banco.	F
atracar	La banda ha sido desarticulada cuando intentaba <b>atracar</b> una joyería.	Dos anarquistas condenador por <b>atracar</b> un banco.	T
atracar	Uno de ellos afirma que el patrón no consiguió <b>atracar</b> el barco de aquella gente rica.	La banda ha sido desarticulada cuando intentaba <b>atracar</b> una joyería.	F
vela	Deja una <b>vela</b> a mano porque van a cortar la luz.	El fuerto viento provocó la rotura de las <b>velas</b>.	F
atracar	Dos anarquistas condenador por <b>atracar</b> un banco.	Uno de ellos afirma que el patrón no consiguió <b>atracar</b> el barco de aquella gente rica.	F
saber	No quiero ni <b>saber</b> lo que le han dicho!	Quiere <b>saber</b> si se han casado.	T
saber	Quiere <b>saber</b> si se han casado.	La pizza no debería <b>saber</b> tanto a piña.	F
velas	Le han llevado dos <b>velas</b> al cementerio.	El fuerto viento provocó la rotura de las <b>velas</b>.	F
acuerdo	Pensando en ellos me <b>acuerdo</b> de Martin Niemöller, aquel pastor protestante que había sido torturado.	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	F
atracar	La banda ha sido desarticulada cuando intentaba <b>atracar</b> una joyería.	Tiene poco calado para poder <b>atracar</b> en la playa del Lastre.	F
manga	Le gusta mucho leer <b>manga</b> actual.	La historia del <b>manga</b> en España se remonta a mediados de los años 70, cuando empezaron a aparecer las primeras viñetas niponas.	T
pila	Este mando no tiene <b>pila</b>, por eso no funciona.	Creo que el libro que me pides está en esta <b>pila</b> de ahí.	F
manga	Tienen una eslora de 119 metros, una <b>manga</b> de 12,4 y un calado de 5,4.	Le gusta mucho leer <b>manga</b> actual.	F
acuerdo	Esto es fruto, como es sabido, de un profundo <b>acuerdo</b> social y político.	Siempre que me acuesto me <b>acuerdo</b> de él.	F
saber	No quiero ni <b>saber</b> lo que le han dicho!	La pizza no debería <b>saber</b> tanto a piña.	F
velas	El fuerto viento provocó la rotura de las <b>velas</b>.	Reconocí al barco desde lejos por su <b>vela</b>.	T
pila	Notaba que algo se iba desgastando dentro, como la <b>pila</b> de una linterna.	Este mando no tiene <b>pila</b>, por eso no funciona.	T
pila	Este mando no tiene <b>pila</b>, por eso no funciona.	Me acosté y pasé la tarde y la noche arrebujado bajo una <b>pila</b> de mantas.	F
banco	El <b>banco</b> puede ser de materiales sencillos como yeso o piedra y arrimarse a las paredes de las viviendas y edificios.	Se detectaba el <b>banco</b> de sardina y se largaba la red rodeándolo.	F
banco	Se detectaba el <b>banco</b> de sardina y se largaba la red rodeándolo.	Aunque la cuenta esté vacía, el <b>banco</b> sigue estando obligado a pagar la factura a final de mes.	F
banco	Aunque la cuenta esté vacía, el <b>banco</b> sigue estando obligado a pagar la factura a final de mes.	El <b>banco</b> puede ser de materiales sencillos como yeso o piedra y arrimarse a las paredes de las viviendas y edificios.	F
manga	Pensaba que era más corto que la <b>manga</b> de un chaleco.	Tienen una eslora de 119 metros, una <b>manga</b> de 12,4 y un calado de 5,4.	F
anular	Le colocó el anillo en el <b>anular</b>.	El gobierno debería <b>anular</b> esta ley de inmediato.	F
vela	Deja una <b>vela</b> a mano porque van a cortar la luz.	Le han llevado dos <b>velas</b> al cementerio.	T
anular	El gobierno debería <b>anular</b> esta ley de inmediato.	¿Cómo puedo <b>anular</b> el contrato y de cuánto tiempo dispongo para darme de baja?	T
batería	Este mando no tiene <b>batería</b>, por eso no funciona.	Después las <b>baterías</b> se descargaron y dejó la radio sobre un estante.	T
pila	Me acosté y pasé la tarde y la noche arrebujado bajo una <b>pila</b> de mantas.	Notaba que algo se iba desgastando dentro, como la <b>pila</b> de una linterna.	F
artículo	Este <b>artículo</b> le ayudará a obtener información sobre cómo organizar y usar archivos y carpetas en el equipo.	Son distribuidores y vendedores al por mayor de <b>artículos</b> de regalo y souvenir.	F
saber	Esta sopa tendría que <b>saber</b> más a ajo.	La pizza no debería <b>saber</b> tanto a piña.	T
ancho	El galeón tenía unos 6 metros de <b>ancho</b>, aproximadamente.	Tiene 5,60 metros de eslora, 1,50 de <b>ancho</b> y 150 kilos de peso.	T
banco	El <b>banco</b> puede ser de materiales sencillos como yeso o piedra y arrimarse a las paredes de las viviendas y edificios.	El ayutamiento va a colocar nuevos <b>bancos</b> en esta plaza.	T
saber	Más importante todavía será el <b>saber</b> hermenéutico en la cultura judía precristiana.	Quiere <b>saber</b> si se han casado.	F
velas	Le han llevado dos <b>velas</b> al cementerio.	Reconocí al barco desde lejos por su <b>vela</b>.	F
recuerdo	Pensando en ellos <b>recuerdo</b> a Martin Niemöller, aquel pastor protestante que había sido torturado.	Hoy <b>recuerdo</b> aquella noche con mucha tristeza.	T
saber	La pizza no debería <b>saber</b> tanto a piña.	Más importante todavía será el <b>saber</b> hermenéutico en la cultura judía precristiana.	F
bancos	El ayutamiento va a colocar nuevos <b>bancos</b> en esta plaza.	Los pescadores nativos sabían por dónde se movían los mejores <b>bancos</b>.	F
saber	Quiere <b>saber</b> si se han casado.	Esta sopa tendría que <b>saber</b> más a ajo.	F
saber	Más importante todavía será el <b>saber</b> hermenéutico en la cultura judía precristiana.	Como se suele decir, el <b>saber</b> no ocupa lugar.	T
anular	Le colocó el anillo en el <b>anular</b>.	El <b>anular</b> suele ser el segundo dedo más largo.	T
pila	Me acosté y pasé la tarde y la noche arrebujado bajo una <b>pila</b> de mantas.	Creo que el libro que me pides está en esta <b>pila</b> de ahí.	T
cálculo	Normalmente, se desarrolla el problema mediante un <b>cálculo</b> matemático.	Un <b>cálculo</b> puede ser capaz de provocar un ataque doloroso.	F
saber	Como se suele decir, el <b>saber</b> no ocupa lugar.	No quiero ni <b>saber</b> lo que le han dicho!	F
saber	No quiero ni <b>saber</b> lo que le han dicho!	Esta sopa tendría que <b>saber</b> más a ajo.	F
acuerdo	Parece que no habrá <b>acuerdo</b> entre ambos partidos.	Siempre que me acuesto me <b>acuerdo</b> de él.	F
saber	Más importante todavía será el <b>saber</b> hermenéutico en la cultura judía precristiana.	No quiero ni <b>saber</b> lo que le han dicho!	F
manga	La historia del <b>manga</b> en España se remonta a mediados de los años 70, cuando empezaron a aparecer las primeras viñetas niponas.	Se acercó a su hija y le tiró de la <b>manga</b> para que no me rozara.	F
asaltar	De ser yo un cosaco me limitaría a <b>asaltar</b> aquellos convoyes cuyos carros no pudiesen ser bien defendidos.	La banda ha sido desarticulada cuando intentaba <b>asaltar</b> una joyería.	T
saber	La pizza no debería <b>saber</b> tanto a piña.	Como se suele decir, el <b>saber</b> no ocupa lugar.	F
saber	Esta sopa tendría que <b>saber</b> más a ajo.	Como se suele decir, el <b>saber</b> no ocupa lugar.	F
vela	Reconocí al barco desde lejos por su <b>vela</b>.	El <b>velamen</b> de la embarcación parecía tener muchos años.	T
banco	Se detectaba el <b>banco</b> de sardina y se largaba la red rodeándolo.	La directora de este <b>banco</b> estudió economía en la universidad.	F
artículo	El <b>artículo</b> ha sido publicado en varias páginas web.	Son distribuidores y vendedores al por mayor de <b>artículos</b> de regalo y souvenir.	F
cálculo	Con estos métodos se consigue mayor amplitud en la validez del <b>cálculo</b> teórico.	Un <b>cálculo</b> puede ser capaz de provocar un ataque doloroso.	F
