Target	POS	Context	Overlap	Sent1	Sent2	Sent3
banco	same|same|same	diff|diff|diff	false|true|false	Metín os cartos no <b>banco</b>.	Unha consumidora acudiu a unha <b>entidade financeira</b> para solicitar un préstamo e foille denegado por falta de solvencia.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	
banco	same|same|same	diff|diff|diff	false|false|false	Metín os cartos no <b>banco</b>.	Unha consumidora acudiu a unha <b>entidade financeira</b> para solicitar un préstamo e foille denegado por falta de solvencia.	Este <b>asento</b> de pedra é algo incómodo.	
banco	same|same|same	diff|diff|diff	false|false|true	Metín os cartos na <b>caixa de aforros</b>.	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	Sentamos nun <b>banco</b> do xardín.	
banco	same|same|same	diff|diff|diff	false|false|false	Metín os cartos na <b>caixa de aforros</b>.	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	Sentamos nun <b>asento</b> do xardín.	
banco	same|same|same	diff|diff|diff	false|false|true	Metín os cartos na <b>caixa de aforros</b>.	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	
banco	same|same|same	diff|diff|diff	false|false|false	Metín os cartos na <b>caixa de aforros</b>.	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	Este <b>asento</b> de pedra é algo incómodo.	
banco	same|same|same	diff|diff|diff	false|false|false	Metín os cartos na <b>caixa de aforros</b>.	Unha consumidora acudiu a unha <b>entidade financeira</b> para solicitar un préstamo e foille denegado por falta de solvencia.	Sentamos nun <b>banco</b> do xardín.	
banco	same|same|same	diff|diff|diff	false|false|false	Metín os cartos na <b>caixa de aforros</b>.	Unha consumidora acudiu a unha <b>entidade financeira</b> para solicitar un préstamo e foille denegado por falta de solvencia.	Sentamos nun <b>asento</b> do xardín.	
banco	same|same|same	diff|diff|diff	false|false|false	Metín os cartos na <b>caixa de aforros</b>.	Unha consumidora acudiu a unha <b>entidade financeira</b> para solicitar un préstamo e foille denegado por falta de solvencia.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	
banco	same|same|same	diff|diff|diff	false|false|false	Metín os cartos na <b>caixa de aforros</b>.	Unha consumidora acudiu a unha <b>entidade financeira</b> para solicitar un préstamo e foille denegado por falta de solvencia.	Este <b>asento</b> de pedra é algo incómodo.	
banco	same|same|same	diff|diff|diff	false|true|false	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	Unha consumidora acudiu a unha <b>entidade financeira</b> para solicitar un préstamo e foille denegado por falta de solvencia.	Sentamos nun <b>banco</b> do xardín.	
banco	same|same|same	diff|diff|diff	false|false|false	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	Unha consumidora acudiu a unha <b>entidade financeira</b> para solicitar un préstamo e foille denegado por falta de solvencia.	Sentamos nun <b>asento</b> do xardín.	
banco	same|same|same	diff|diff|diff	false|true|false	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	Unha consumidora acudiu a unha <b>entidade financeira</b> para solicitar un préstamo e foille denegado por falta de solvencia.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	
banco	same|same|same	diff|diff|diff	false|false|false	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	Unha consumidora acudiu a unha <b>entidade financeira</b> para solicitar un préstamo e foille denegado por falta de solvencia.	Este <b>asento</b> de pedra é algo incómodo.	
banco	same|same|same	same|diff|diff	false|true|false	Sentamos nun <b>banco</b> do xardín.	Sentamos nun <b>asento</b> do xardín.	Eran tantos que parecían un <b>banco</b> de xurelos.	
banco	same|same|same	same|diff|diff	false|false|false	Sentamos nun <b>banco</b> do xardín.	Sentamos nun <b>asento</b> do xardín.	Eran tantos que parecían un <b>cardume</b> de xurelos.	
banco	same|same|same	same|diff|diff	false|true|false	Sentamos nun <b>banco</b> do xardín.	Sentamos nun <b>asento</b> do xardín.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	
banco	same|same|same	same|diff|diff	false|false|false	Sentamos nun <b>banco</b> do xardín.	Sentamos nun <b>asento</b> do xardín.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	
banco	same|same|same	diff|diff|diff	true|true|true	Sentamos nun <b>banco</b> do xardín.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	Eran tantos que parecían un <b>banco</b> de xurelos.	
banco	same|same|same	diff|diff|diff	true|false|false	Sentamos nun <b>banco</b> do xardín.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	Eran tantos que parecían un <b>cardume</b> de xurelos.	
banco	same|same|same	diff|diff|diff	true|true|true	Sentamos nun <b>banco</b> do xardín.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	
banco	same|same|same	diff|diff|diff	true|false|false	Sentamos nun <b>banco</b> do xardín.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	
banco	same|same|same	diff|diff|diff	false|true|false	Sentamos nun <b>banco</b> do xardín.	Este <b>asento</b> de pedra é algo incómodo.	Eran tantos que parecían un <b>banco</b> de xurelos.	
banco	same|same|same	diff|diff|diff	false|false|false	Sentamos nun <b>banco</b> do xardín.	Este <b>asento</b> de pedra é algo incómodo.	Eran tantos que parecían un <b>cardume</b> de xurelos.	
banco	same|same|same	diff|diff|diff	false|true|false	Sentamos nun <b>banco</b> do xardín.	Este <b>asento</b> de pedra é algo incómodo.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	
banco	same|same|same	diff|diff|diff	false|false|false	Sentamos nun <b>banco</b> do xardín.	Este <b>asento</b> de pedra é algo incómodo.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	
banco	same|same|same	diff|diff|diff	false|false|true	Sentamos nun <b>asento</b> do xardín.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	Eran tantos que parecían un <b>banco</b> de xurelos.	
banco	same|same|same	diff|diff|diff	false|false|false	Sentamos nun <b>asento</b> do xardín.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	Eran tantos que parecían un <b>cardume</b> de xurelos.	
banco	same|same|same	diff|diff|diff	false|false|true	Sentamos nun <b>asento</b> do xardín.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	
banco	same|same|same	diff|diff|diff	false|false|false	Sentamos nun <b>asento</b> do xardín.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	
banco	same|same|same	diff|diff|diff	true|false|false	Sentamos nun <b>asento</b> do xardín.	Este <b>asento</b> de pedra é algo incómodo.	Eran tantos que parecían un <b>banco</b> de xurelos.	
banco	same|same|same	diff|diff|diff	true|false|false	Sentamos nun <b>asento</b> do xardín.	Este <b>asento</b> de pedra é algo incómodo.	Eran tantos que parecían un <b>cardume</b> de xurelos.	
banco	same|same|same	diff|diff|diff	true|false|false	Sentamos nun <b>asento</b> do xardín.	Este <b>asento</b> de pedra é algo incómodo.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	
banco	same|same|same	diff|diff|diff	true|false|false	Sentamos nun <b>asento</b> do xardín.	Este <b>asento</b> de pedra é algo incómodo.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	
banco	same|same|same	diff|diff|diff	false|true|false	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	Este <b>asento</b> de pedra é algo incómodo.	Eran tantos que parecían un <b>banco</b> de xurelos.	
banco	same|same|same	diff|diff|diff	false|false|false	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	Este <b>asento</b> de pedra é algo incómodo.	Eran tantos que parecían un <b>cardume</b> de xurelos.	
banco	same|same|same	diff|diff|diff	false|true|false	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	Este <b>asento</b> de pedra é algo incómodo.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	
banco	same|same|same	diff|diff|diff	false|false|false	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	Este <b>asento</b> de pedra é algo incómodo.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	
banco	same|same|same	same|diff|diff	false|true|false	Eran tantos que parecían un <b>banco</b> de xurelos.	Eran tantos que parecían un <b>cardume</b> de xurelos.	Sentamos nun <b>banco</b> do xardín.	
banco	same|same|same	same|diff|diff	false|false|false	Eran tantos que parecían un <b>banco</b> de xurelos.	Eran tantos que parecían un <b>cardume</b> de xurelos.	Sentamos nun <b>asento</b> do xardín.	
banco	same|same|same	same|diff|diff	false|true|false	Eran tantos que parecían un <b>banco</b> de xurelos.	Eran tantos que parecían un <b>cardume</b> de xurelos.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	
banco	same|same|same	same|diff|diff	false|false|false	Eran tantos que parecían un <b>banco</b> de xurelos.	Eran tantos que parecían un <b>cardume</b> de xurelos.	Este <b>asento</b> de pedra é algo incómodo.	
banco	same|same|same	diff|diff|diff	true|true|true	Eran tantos que parecían un <b>banco</b> de xurelos.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	Sentamos nun <b>banco</b> do xardín.	
banco	same|same|same	diff|diff|diff	true|false|false	Eran tantos que parecían un <b>banco</b> de xurelos.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	Sentamos nun <b>asento</b> do xardín.	
banco	same|same|same	diff|diff|diff	true|true|true	Eran tantos que parecían un <b>banco</b> de xurelos.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	
banco	same|same|same	diff|diff|diff	true|false|false	Eran tantos que parecían un <b>banco</b> de xurelos.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	Este <b>asento</b> de pedra é algo incómodo.	
banco	same|same|same	diff|diff|diff	false|true|false	Eran tantos que parecían un <b>banco</b> de xurelos.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Sentamos nun <b>banco</b> do xardín.	
banco	same|same|same	diff|diff|diff	false|false|false	Eran tantos que parecían un <b>banco</b> de xurelos.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Sentamos nun <b>asento</b> do xardín.	
banco	same|same|same	diff|diff|diff	false|true|false	Eran tantos que parecían un <b>banco</b> de xurelos.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	
banco	same|same|same	diff|diff|diff	false|false|false	Eran tantos que parecían un <b>banco</b> de xurelos.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Este <b>asento</b> de pedra é algo incómodo.	
banco	same|same|same	diff|diff|diff	false|false|true	Eran tantos que parecían un <b>cardume</b> de xurelos.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	Sentamos nun <b>banco</b> do xardín.	
banco	same|same|same	diff|diff|diff	false|false|false	Eran tantos que parecían un <b>cardume</b> de xurelos.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	Sentamos nun <b>asento</b> do xardín.	
banco	same|same|same	diff|diff|diff	false|false|true	Eran tantos que parecían un <b>cardume</b> de xurelos.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	
banco	same|same|same	diff|diff|diff	false|false|false	Eran tantos que parecían un <b>cardume</b> de xurelos.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	Este <b>asento</b> de pedra é algo incómodo.	
banco	same|same|same	diff|diff|diff	true|false|false	Eran tantos que parecían un <b>cardume</b> de xurelos.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Sentamos nun <b>banco</b> do xardín.	
banco	same|same|same	diff|diff|diff	true|false|false	Eran tantos que parecían un <b>cardume</b> de xurelos.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Sentamos nun <b>asento</b> do xardín.	
banco	same|same|same	diff|diff|diff	true|false|false	Eran tantos que parecían un <b>cardume</b> de xurelos.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	
banco	same|same|same	diff|diff|diff	true|false|false	Eran tantos que parecían un <b>cardume</b> de xurelos.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Este <b>asento</b> de pedra é algo incómodo.	
banco	same|same|same	diff|diff|diff	false|true|false	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Sentamos nun <b>banco</b> do xardín.	
banco	same|same|same	diff|diff|diff	false|false|false	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Sentamos nun <b>asento</b> do xardín.	
banco	same|same|same	diff|diff|diff	false|true|false	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Tamén se instalou un gran <b>banco</b> de madeira no frontal e unha bancada aproveitando o muro de separación da zona do estanque da rúa.	
banco	same|same|same	diff|diff|diff	false|false|false	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	Este <b>asento</b> de pedra é algo incómodo.	
banco	same|same|same	same|diff|diff	false|true|false	Metín os cartos no <b>banco</b>.	Metín os cartos na <b>caixa de aforros</b>.	Eran tantos que parecían un <b>banco</b> de xurelos.	
banco	same|same|same	same|diff|diff	false|false|false	Metín os cartos no <b>banco</b>.	Metín os cartos na <b>caixa de aforros</b>.	Eran tantos que parecían un <b>cardume</b> de xurelos.	
banco	same|same|same	same|diff|diff	false|true|false	Metín os cartos no <b>banco</b>.	Metín os cartos na <b>caixa de aforros</b>.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	
banco	same|same|same	same|diff|diff	false|false|false	Metín os cartos no <b>banco</b>.	Metín os cartos na <b>caixa de aforros</b>.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	
banco	same|same|same	diff|diff|diff	true|true|true	Metín os cartos no <b>banco</b>.	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	Eran tantos que parecían un <b>banco</b> de xurelos.	
banco	same|same|same	diff|diff|diff	true|false|false	Metín os cartos no <b>banco</b>.	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	Eran tantos que parecían un <b>cardume</b> de xurelos.	
banco	same|same|same	diff|diff|diff	true|true|true	Metín os cartos no <b>banco</b>.	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	Antes de largar a arte cómpre localizar os <b>bancos</b> de peixe.	
banco	same|same|same	diff|diff|diff	true|false|false	Metín os cartos no <b>banco</b>.	Nesta vila hai moitos <b>bancos</b> para gardar os aforros.	Desde a rocha víanse pequenos <b>cardumes</b> de robaliza.	
banco	same|same|same	diff|diff|diff	false|true|false	Metín os cartos no <b>banco</b>.	Unha consumidora acudiu a unha <b>entidade financeira</b> para solicitar un préstamo e foille denegado por falta de solvencia.	Eran tantos que parecían un <b>banco</b> de xurelos.	
